Order_ID,Order_Date,Region,Category,Product,Sales,Quantity,Discount,Profit,Customer_Type,Payment_Mode
ORD0279,2025-10-06,North,Technology,Printer,1422.42,5,0.19,930.98,Small Business,UPI
ORD0280,2025-10-07,South,Clothing,Chair,4236.18,8,0.08,1175.61,Small Business,Debit Card
ORD0281,2025-10-08,West,Furniture,Phone,384.45,4,0.26,1112.24,Corporate,Cash
ORD0282,2025-10-09,West,Office Supplies,Chair,4528.46,2,0.28,1114.03,Corporate,Cash
ORD0283,2025-10-10,South,Technology,Monitor,2415.09,6,0.3,422.89,Corporate,Cash
ORD0284,2025-10-11,East,Technology,Monitor,3258.57,9,0.24,509.43,Small Business,Credit Card
ORD0285,2025-10-12,South,Office Supplies,Phone,3364.9,1,0.23,817.33,Small Business,UPI
ORD0286,2025-10-13,East,Furniture,Monitor,4496.57,7,0.06,1098.85,Small Business,UPI
ORD0287,2025-10-14,North,Furniture,Chair,3256.01,9,0.1,84.59,Corporate,Debit Card
ORD0288,2025-10-15,North,Furniture,Printer,3146.88,9,0.14,295.51,Small Business,Debit Card
ORD0289,2025-10-16,North,Clothing,Printer,519.93,3,0.23,81.02,Consumer,Credit Card
ORD0290,2025-10-17,West,Technology,Laptop,2688.36,5,0.27,695.61,Small Business,Credit Card
ORD0291,2025-10-18,North,Technology,Notebook,920.81,8,0.06,298.19,Small Business,Cash
ORD0292,2025-10-19,East,Technology,Monitor,3739.68,8,0.28,323.94,Small Business,Debit Card
ORD0293,2025-10-20,North,Clothing,Chair,2658.67,4,0.21,-7.81,Small Business,UPI
ORD0294,2025-10-21,South,Technology,Monitor,3465.09,1,0.18,354.73,Small Business,Cash
ORD0295,2025-10-22,South,Clothing,Monitor,400.03,1,0.06,1021.25,Consumer,UPI
ORD0296,2025-10-23,West,Furniture,Desk,607.0,4,0.02,202.99,Consumer,Cash
ORD0297,2025-10-24,South,Office Supplies,Laptop,3638.35,6,0.17,803.74,Small Business,UPI
ORD0298,2025-10-25,East,Technology,Chair,546.0,8,0.2,718.52,Corporate,Credit Card
ORD0299,2025-10-26,North,Technology,Chair,542.03,6,0.06,1022.53,Small Business,Cash
ORD0300,2025-10-27,West,Furniture,Monitor,258.12,9,0.17,71.97,Small Business,UPI
ORD0301,2025-10-28,North,Office Supplies,Laptop,4791.21,9,0.26,1170.87,Small Business,UPI
ORD0302,2025-10-29,North,Clothing,Printer,3740.04,2,0.25,657.42,Corporate,Debit Card
ORD0303,2025-10-30,East,Office Supplies,Chair,1895.61,1,0.28,1194.12,Corporate,Cash
ORD0304,2025-10-31,South,Furniture,Printer,1623.37,2,0.11,1084.97,Corporate,UPI
ORD0305,2025-11-01,South,Furniture,Laptop,1878.58,5,0.1,187.97,Consumer,Debit Card
ORD0306,2025-11-02,North,Office Supplies,Printer,3918.34,4,0.22,-26.99,Corporate,UPI
ORD0307,2025-11-03,West,Clothing,Phone,3374.58,4,0.13,232.33,Consumer,Cash
ORD0308,2025-11-04,South,Clothing,Desk,1088.94,9,0.03,585.83,Consumer,Credit Card
ORD0309,2025-11-05,West,Technology,Headphones,1035.72,8,0.08,123.08,Corporate,Cash
ORD0310,2025-11-06,South,Clothing,Chair,672.3,6,0.13,117.7,Corporate,Cash
ORD0311,2025-11-07,West,Office Supplies,Notebook,3369.45,1,0.09,501.37,Corporate,UPI
ORD0312,2025-11-08,East,Furniture,Desk,3868.99,2,0.1,-56.75,Consumer,UPI
ORD0313,2025-11-09,West,Technology,Headphones,1472.22,6,0.09,58.45,Small Business,Cash
ORD0314,2025-11-10,East,Technology,Printer,300.54,2,0.01,440.62,Corporate,Debit Card
ORD0315,2025-11-11,East,Furniture,Chair,594.42,5,0.19,-17.93,Corporate,Debit Card
ORD0316,2025-11-12,West,Clothing,Printer,4845.73,5,0.18,415.78,Corporate,Debit Card
ORD0317,2025-11-13,East,Furniture,Phone,1618.13,6,0.2,516.21,Consumer,UPI
ORD0318,2025-11-14,North,Clothing,Laptop,3892.27,6,0.06,486.65,Consumer,UPI
ORD0319,2025-11-15,East,Furniture,Chair,3198.39,6,0.09,1029.93,Small Business,Cash
ORD0320,2025-11-16,South,Office Supplies,Headphones,2033.31,2,0.19,589.08,Corporate,Credit Card
ORD0321,2025-11-17,West,Clothing,Headphones,1187.3,3,0.18,508.37,Consumer,UPI
ORD0322,2025-11-18,North,Office Supplies,Phone,782.65,6,0.15,433.92,Small Business,Cash
ORD0323,2025-11-19,West,Technology,Phone,3152.06,8,0.11,962.91,Corporate,Cash
ORD0324,2025-11-20,South,Furniture,Monitor,3918.24,1,0.27,1063.57,Consumer,Credit Card
ORD0325,2025-11-21,South,Technology,Chair,3290.74,1,0.1,1009.22,Corporate,Debit Card
ORD0326,2025-11-22,South,Technology,Printer,2745.45,2,0.14,775.61,Corporate,Cash
ORD0327,2025-11-23,East,Technology,Notebook,401.37,6,0.2,78.57,Consumer,Cash
ORD0328,2025-11-24,East,Technology,Headphones,4848.75,9,0.16,259.93,Consumer,Cash
ORD0329,2025-11-25,West,Furniture,Headphones,4033.83,4,0.1,-40.12,Consumer,Debit Card
ORD0330,2025-11-26,West,Technology,Phone,1605.55,3,0.13,1110.07,Corporate,Debit Card
ORD0331,2025-11-27,North,Furniture,Desk,4903.86,8,0.24,759.04,Corporate,Credit Card
ORD0332,2025-11-28,North,Furniture,Phone,3089.03,9,0.08,870.27,Small Business,UPI
ORD0333,2025-11-29,West,Office Supplies,Notebook,2995.63,5,0.04,305.04,Corporate,Debit Card
ORD0334,2025-11-30,East,Clothing,Printer,3790.75,9,0.09,999.35,Consumer,UPI
ORD0335,2025-12-01,South,Clothing,Printer,4096.49,2,0.25,237.48,Corporate,UPI
ORD0336,2025-12-02,West,Furniture,Desk,3351.1,3,0.03,-97.86,Small Business,Debit Card
ORD0337,2025-12-03,North,Office Supplies,Headphones,814.86,7,0.3,389.34,Small Business,Cash
ORD0338,2025-12-04,East,Furniture,Phone,1823.68,7,0.16,641.99,Consumer,Credit Card
ORD0339,2025-12-05,West,Furniture,Monitor,4654.8,6,0.3,522.32,Consumer,UPI
ORD0340,2025-12-06,West,Furniture,Printer,1278.15,6,0.28,1020.7,Small Business,Cash
ORD0341,2025-12-07,East,Office Supplies,Notebook,1986.4,2,0.14,37.03,Small Business,Debit Card
ORD0342,2025-12-08,West,Clothing,Chair,2273.97,6,0.06,619.97,Small Business,UPI
ORD0343,2025-12-09,East,Office Supplies,Laptop,2309.14,4,0.05,566.87,Consumer,UPI
ORD0344,2025-12-10,South,Technology,Laptop,3142.11,3,0.07,265.81,Small Business,UPI
ORD0345,2025-12-11,East,Office Supplies,Laptop,4726.76,2,0.21,968.9,Small Business,Cash
ORD0346,2025-12-12,East,Office Supplies,Monitor,1355.33,1,0.08,878.7,Consumer,Cash
ORD0347,2025-12-13,East,Office Supplies,Headphones,783.21,5,0.1,852.72,Corporate,Cash
ORD0348,2025-12-14,West,Office Supplies,Phone,1147.86,2,0.13,1039.05,Corporate,UPI
ORD0349,2025-12-15,West,Clothing,Desk,4457.24,2,0.27,839.62,Small Business,UPI
ORD0350,2025-12-16,East,Technology,Monitor,3299.89,7,0.06,201.39,Corporate,Credit Card
ORD0351,2025-12-17,West,Clothing,Monitor,1572.35,8,0.0,-1500.0,Corporate,Credit Card
ORD0352,2025-12-18,North,Clothing,Printer,4116.55,8,0.02,300.01,Corporate,Cash
ORD0353,2025-12-19,North,Office Supplies,Chair,4334.58,4,0.27,214.83,Corporate,Cash
ORD0354,2025-12-20,West,Furniture,Monitor,4263.27,1,0.19,-5.1,Small Business,Debit Card
ORD0355,2025-12-21,West,Furniture,Notebook,4610.85,7,0.08,867.24,Corporate,Cash
ORD0356,2025-12-22,East,Clothing,Chair,1410.76,1,0.05,824.3,Corporate,Credit Card
ORD0357,2025-12-23,South,Clothing,Notebook,3824.2,4,0.09,204.85,Consumer,Credit Card
ORD0358,2025-12-24,West,Office Supplies,Headphones,2410.59,8,0.03,874.19,Small Business,Credit Card
ORD0359,2025-12-25,North,Clothing,Phone,4241.59,2,0.28,1093.19,Consumer,UPI
ORD0360,2025-12-26,East,Office Supplies,Laptop,3696.76,6,0.24,40.44,Consumer,UPI
ORD0361,2025-12-27,West,Furniture,Monitor,3926.95,6,0.14,202.43,Small Business,Cash
ORD0362,2025-12-28,North,Furniture,Phone,3349.58,9,0.26,875.34,Corporate,Debit Card
ORD0363,2025-12-29,North,Technology,Headphones,1051.66,5,0.07,256.86,Consumer,Debit Card
ORD0364,2025-12-30,South,Furniture,Desk,2816.13,4,0.22,712.06,Small Business,Debit Card
ORD0365,2025-12-31,East,Clothing,Desk,4926.41,5,0.26,5.51,Corporate,UPI
ORD0366,2026-01-01,East,Furniture,Headphones,4699.46,5,0.11,487.86,Small Business,Credit Card
ORD0367,2026-01-02,South,Office Supplies,Notebook,407.23,8,0.23,860.82,Consumer,Credit Card
ORD0368,2026-01-03,South,Furniture,Printer,991.11,8,0.09,792.47,Corporate,UPI
ORD0369,2026-01-04,East,Technology,Printer,832.3,2,0.09,959.59,Corporate,Debit Card
ORD0370,2026-01-05,East,Furniture,Notebook,3684.7,7,0.03,1040.69,Small Business,Debit Card
ORD0371,2026-01-06,West,Office Supplies,Desk,4125.37,8,0.13,905.14,Corporate,Cash
ORD0372,2026-01-07,West,Office Supplies,Desk,1224.85,6,0.22,773.06,Consumer,Cash
ORD0373,2026-01-08,South,Clothing,Monitor,2628.09,5,0.28,-58.76,Consumer,Debit Card
ORD0374,2026-01-09,West,Furniture,Desk,4235.37,9,0.18,595.46,Consumer,UPI
ORD0375,2026-01-10,North,Office Supplies,Phone,3717.45,3,0.26,-50.99,Small Business,Debit Card
ORD0376,2026-01-11,West,Technology,Desk,2802.74,4,0.25,950.49,Corporate,Cash
ORD0377,2026-01-12,West,Clothing,Chair,3033.67,9,0.05,316.94,Corporate,Debit Card
ORD0378,2026-01-13,North,Technology,Monitor,2640.13,6,0.15,631.16,Corporate,UPI
ORD0379,2026-01-14,South,Furniture,Laptop,1628.23,8,0.04,263.28,Consumer,Credit Card
ORD0380,2026-01-15,North,Furniture,Desk,2912.11,7,0.2,917.25,Corporate,UPI
ORD0381,2026-01-16,West,Furniture,Notebook,3506.65,2,0.28,1052.45,Consumer,UPI
ORD0382,2026-01-17,South,Clothing,Laptop,4391.95,3,0.04,418.24,Corporate,Cash
ORD0383,2026-01-18,West,Office Supplies,Phone,3254.2,1,0.22,1021.8,Consumer,UPI
ORD0384,2026-01-19,North,Clothing,Notebook,3853.38,9,0.19,247.2,Corporate,UPI
ORD0385,2026-01-20,North,Technology,Laptop,968.34,7,0.18,595.06,Small Business,Cash
ORD0386,2026-01-21,West,Clothing,Notebook,2415.48,1,0.12,1016.39,Small Business,Cash
ORD0387,2026-01-22,East,Technology,Phone,244.79,3,0.11,323.65,Consumer,Credit Card
ORD0388,2026-01-23,East,Clothing,Monitor,1384.06,4,0.01,1140.25,Consumer,Debit Card
ORD0389,2026-01-24,North,Office Supplies,Chair,3687.02,4,0.07,58.44,Corporate,UPI
ORD0390,2026-01-25,North,Technology,Phone,4960.69,5,0.0,-76.24,Corporate,Cash
ORD0391,2026-01-26,East,Furniture,Phone,676.05,3,0.17,1075.38,Small Business,Credit Card
ORD0392,2026-01-27,East,Furniture,Notebook,2127.17,3,0.03,-10.76,Corporate,Debit Card
ORD0393,2026-01-28,West,Clothing,Monitor,4040.34,1,0.26,1189.46,Consumer,Cash
ORD0394,2026-01-29,West,Furniture,Headphones,1179.37,7,0.16,1136.82,Consumer,Debit Card
ORD0395,2026-01-30,East,Technology,Printer,2864.41,1,0.21,78.13,Consumer,Debit Card
ORD0396,2026-01-31,West,Furniture,Desk,3718.74,2,0.12,598.86,Consumer,UPI
ORD0397,2026-02-01,West,Office Supplies,Desk,3156.73,4,0.17,140.4,Consumer,UPI
ORD0398,2026-02-02,South,Office Supplies,Chair,1102.52,4,0.28,456.6,Small Business,Cash
ORD0399,2026-02-03,West,Clothing,Chair,1905.85,5,0.02,-20.15,Small Business,Debit Card
ORD0400,2026-02-04,North,Technology,Desk,3962.2,2,0.08,191.1,Consumer,Cash
ORD0401,2026-02-05,West,Office Supplies,Printer,2860.29,4,0.23,372.25,Corporate,Cash
ORD0402,2026-02-06,West,Office Supplies,Desk,225.1,1,0.03,470.24,Consumer,Debit Card
ORD0403,2026-02-07,East,Technology,Headphones,3852.76,2,0.02,1170.75,Small Business,Cash
ORD0404,2026-02-08,North,Furniture,Printer,369.49,1,0.11,950.23,Consumer,Debit Card
ORD0405,2026-02-09,West,Furniture,Chair,3779.52,4,0.03,858.63,Small Business,Debit Card
ORD0406,2026-02-10,West,Clothing,Laptop,1171.91,4,0.18,598.15,Small Business,Debit Card
ORD0407,2026-02-11,South,Furniture,Notebook,4798.75,7,0.07,992.0,Consumer,Debit Card
ORD0408,2026-02-12,West,Technology,Headphones,1966.12,9,0.27,341.12,Consumer,Credit Card
ORD0409,2026-02-13,West,Office Supplies,Headphones,1769.27,9,0.24,821.57,Corporate,Debit Card
ORD0410,2026-02-14,South,Furniture,Monitor,914.66,5,0.21,1191.92,Small Business,UPI
ORD0411,2026-02-15,East,Clothing,Chair,1666.9,1,0.19,309.02,Corporate,UPI
ORD0412,2026-02-16,West,Furniture,Chair,4407.92,1,0.26,776.22,Consumer,UPI
ORD0413,2026-02-17,South,Technology,Phone,4982.4,6,0.07,997.61,Small Business,Debit Card
ORD0414,2026-02-18,North,Clothing,Headphones,1967.89,2,0.26,1090.55,Corporate,UPI
ORD0415,2026-02-19,East,Furniture,Phone,2353.33,8,0.24,833.31,Corporate,Credit Card
ORD0416,2026-02-20,North,Clothing,Phone,3665.94,9,0.22,268.69,Corporate,Cash
ORD0417,2026-02-21,North,Technology,Notebook,4453.74,4,0.17,324.17,Consumer,Debit Card
ORD0418,2026-02-22,South,Office Supplies,Phone,3046.61,5,0.07,-73.01,Consumer,UPI
ORD0419,2026-02-23,West,Technology,Printer,2079.32,8,0.13,889.15,Consumer,Credit Card
ORD0420,2026-02-24,South,Technology,Desk,2180.58,3,0.24,-44.44,Small Business,Cash
ORD0421,2026-02-25,South,Technology,Laptop,3538.97,5,0.01,1024.05,Consumer,Credit Card
ORD0422,2026-02-26,South,Technology,Chair,215.45,3,0.23,54.26,Small Business,UPI
ORD0423,2026-02-27,South,Office Supplies,Printer,3174.03,3,0.07,123.44,Corporate,Credit Card
ORD0424,2026-02-28,East,Office Supplies,Laptop,1906.37,3,0.04,519.48,Corporate,Cash
ORD0425,2026-03-01,West,Clothing,Headphones,4012.15,7,0.03,859.24,Consumer,UPI
ORD0426,2026-03-02,North,Furniture,Headphones,646.36,7,0.01,80.7,Corporate,Cash
ORD0427,2026-03-03,North,Office Supplies,Headphones,3023.37,7,0.16,472.09,Consumer,Credit Card
ORD0428,2026-03-04,West,Office Supplies,Printer,2508.67,8,0.07,527.71,Small Business,Debit Card
ORD0429,2026-03-05,North,Furniture,Printer,3283.16,5,0.3,175.97,Corporate,Debit Card
ORD0430,2026-03-06,West,Office Supplies,Chair,511.3,5,0.17,50.23,Consumer,Debit Card
ORD0431,2026-03-07,North,Technology,Desk,2983.92,4,0.04,987.35,Corporate,Debit Card
ORD0432,2026-03-08,South,Technology,Monitor,2895.13,7,0.21,553.21,Corporate,Cash
ORD0433,2026-03-09,North,Furniture,Phone,2891.17,4,0.27,-81.3,Consumer,Debit Card
ORD0434,2026-03-10,West,Clothing,Headphones,3096.74,2,0.22,943.88,Corporate,Cash
ORD0435,2026-03-11,West,Clothing,Notebook,3447.05,4,0.02,1175.03,Corporate,UPI
ORD0436,2026-03-12,West,Furniture,Desk,4063.95,8,0.27,687.7,Corporate,Debit Card
ORD0437,2026-03-13,West,Furniture,Notebook,1495.14,9,0.24,554.82,Corporate,Cash
ORD0438,2026-03-14,West,Technology,Chair,4160.24,3,0.05,1041.94,Small Business,Debit Card
ORD0439,2026-03-15,East,Clothing,Chair,2591.63,7,0.02,1138.27,Corporate,Debit Card
ORD0440,2026-03-16,East,Office Supplies,Chair,569.88,9,0.17,880.9,Corporate,Debit Card
ORD0441,2026-03-17,North,Technology,Laptop,481.04,4,0.05,479.09,Consumer,Cash
ORD0442,2026-03-18,West,Furniture,Notebook,1804.34,3,0.25,669.89,Small Business,Credit Card
ORD0443,2026-03-19,North,Clothing,Desk,3967.51,5,0.11,811.22,Consumer,Debit Card
ORD0444,2026-03-20,West,Office Supplies,Monitor,3596.87,1,0.27,152.56,Consumer,Debit Card
ORD0445,2026-03-21,West,Office Supplies,Desk,3985.35,3,0.17,481.36,Consumer,UPI
ORD0446,2026-03-22,East,Technology,Printer,2682.89,8,0.05,978.77,Small Business,Credit Card
ORD0447,2026-03-23,East,Clothing,Printer,2312.96,8,0.04,751.14,Consumer,Cash
ORD0448,2026-03-24,South,Clothing,Headphones,907.77,4,0.17,434.57,Consumer,UPI
ORD0449,2026-03-25,East,Furniture,Monitor,1775.33,2,0.23,762.37,Consumer,Debit Card
ORD0450,2026-03-26,South,Clothing,Printer,2283.29,8,0.23,53.69,Corporate,UPI
ORD0451,2026-03-27,South,Clothing,Chair,625.28,8,0.08,421.95,Consumer,UPI
ORD0452,2026-03-28,South,Technology,Desk,1258.94,4,0.06,931.07,Small Business,Debit Card
ORD0453,2026-03-29,South,Clothing,Notebook,3071.48,3,0.01,186.66,Small Business,Credit Card
ORD0454,2026-03-30,South,Office Supplies,Chair,3731.18,2,0.2,141.75,Corporate,Credit Card
ORD0455,2026-03-31,North,Technology,Laptop,4992.07,9,0.02,1136.06,Small Business,UPI
ORD0456,2026-04-01,East,Technology,Printer,4678.94,1,0.13,172.87,Small Business,Debit Card
ORD0457,2026-04-02,South,Furniture,Chair,3284.31,7,0.18,239.19,Corporate,Cash
ORD0458,2026-04-03,West,Clothing,Chair,2221.99,5,0.28,1160.5,Consumer,UPI
ORD0459,2026-04-04,East,Furniture,Laptop,3253.65,8,0.09,855.12,Corporate,Cash
ORD0460,2026-04-05,East,Office Supplies,Phone,3971.13,4,0.07,809.48,Consumer,UPI
ORD0461,2026-04-06,South,Technology,Desk,768.01,7,0.2,1008.8,Consumer,UPI
ORD0462,2026-04-07,North,Technology,Notebook,2167.54,5,0.19,50.57,Small Business,Debit Card
ORD0463,2026-04-08,South,Technology,Headphones,4231.05,5,0.1,817.74,Corporate,Debit Card
ORD0464,2026-04-09,North,Office Supplies,Phone,2042.4,9,0.28,554.8,Small Business,Cash
ORD0465,2026-04-10,West,Office Supplies,Printer,2944.99,9,0.25,977.9,Small Business,Cash
ORD0466,2026-04-11,East,Furniture,Chair,3021.29,9,0.07,560.58,Consumer,Credit Card
ORD0467,2026-04-12,West,Furniture,Monitor,1085.49,6,0.07,706.31,Small Business,Debit Card
ORD0468,2026-04-13,North,Furniture,Laptop,1938.73,6,0.15,521.06,Corporate,UPI
ORD0469,2026-04-14,North,Clothing,Laptop,1805.65,5,0.23,521.61,Small Business,UPI
ORD0470,2026-04-15,West,Technology,Monitor,325.74,9,0.01,898.36,Small Business,Credit Card
ORD0471,2026-04-16,North,Technology,Desk,316.12,8,0.21,717.14,Consumer,Debit Card
ORD0472,2026-04-17,West,Furniture,Phone,4192.15,7,0.19,723.24,Corporate,UPI
ORD0473,2026-04-18,East,Technology,Headphones,1510.74,7,0.07,485.37,Small Business,Credit Card
ORD0474,2026-04-19,West,Furniture,Desk,2686.78,6,0.2,590.44,Consumer,Credit Card
ORD0475,2026-04-20,East,Clothing,Monitor,1633.88,5,0.28,869.43,Small Business,UPI
ORD0476,2026-04-21,West,Clothing,Chair,4715.26,4,0.01,973.72,Corporate,UPI
ORD0477,2026-04-22,North,Office Supplies,Monitor,1444.62,3,0.1,805.53,Small Business,Cash
ORD0478,2026-04-23,West,Clothing,Desk,2262.35,3,0.13,1101.29,Small Business,Debit Card
ORD0479,2026-04-24,North,Furniture,Notebook,4389.11,6,0.27,966.42,Consumer,Cash
ORD0480,2026-04-25,West,Clothing,Laptop,4241.28,4,0.29,630.42,Small Business,Credit Card
ORD0481,2026-04-26,West,Office Supplies,Laptop,1093.29,6,0.13,772.83,Consumer,UPI
ORD0482,2026-04-27,South,Technology,Printer,4052.69,3,0.23,1104.2,Corporate,Cash
ORD0483,2026-04-28,North,Furniture,Printer,2399.3,4,0.16,704.92,Small Business,Credit Card
ORD0484,2026-04-29,South,Technology,Monitor,2518.25,9,0.16,972.25,Corporate,Debit Card
ORD0485,2026-04-30,North,Office Supplies,Headphones,840.7,5,0.08,795.45,Corporate,UPI
ORD0486,2026-05-01,South,Office Supplies,Chair,586.89,7,0.07,617.52,Small Business,Cash
ORD0487,2026-05-02,East,Office Supplies,Notebook,3694.11,2,0.09,214.39,Consumer,Debit Card
ORD0488,2026-05-03,West,Technology,Phone,2583.01,5,0.17,453.8,Corporate,Cash
ORD0489,2026-05-04,North,Technology,Desk,2296.88,9,0.01,1158.07,Corporate,Credit Card
ORD0490,2026-05-05,North,Technology,Headphones,3701.64,3,0.27,755.09,Small Business,Debit Card
ORD0491,2026-05-06,West,Technology,Chair,3874.46,9,0.05,633.71,Small Business,Cash
ORD0492,2026-05-07,North,Office Supplies,Printer,962.76,6,0.07,1112.84,Small Business,Debit Card
ORD0493,2026-05-08,North,Office Supplies,Monitor,3129.08,4,0.16,662.47,Small Business,Credit Card
ORD0494,2026-05-09,South,Furniture,Desk,849.7,7,0.21,583.91,Small Business,Debit Card
ORD0495,2026-05-10,North,Furniture,Printer,3806.6,8,0.03,887.1,Small Business,Cash
ORD0496,2026-05-11,East,Technology,Monitor,3353.38,6,0.1,826.47,Consumer,Credit Card
ORD0497,2026-05-12,East,Clothing,Desk,4791.75,5,0.29,151.11,Corporate,UPI
ORD0498,2026-05-13,West,Clothing,Phone,531.0,6,0.08,512.7,Consumer,Cash
ORD0499,2026-05-14,North,Office Supplies,Chair,473.86,5,0.09,514.27,Consumer,Cash
ORD0500,2026-05-15,West,Office Supplies,Desk,1554.5,8,0.25,391.69,Small Business,Credit Card
ORD0501,2026-05-16,East,Office Supplies,Notebook,1456.19,1,0.02,572.48,Corporate,Credit Card
ORD0502,2026-05-17,North,Furniture,Headphones,1385.5,7,0.14,437.04,Consumer,UPI
ORD0503,2026-05-18,North,Furniture,Laptop,4550.02,2,0.11,159.15,Small Business,Cash
ORD0504,2026-05-19,West,Office Supplies,Notebook,1397.82,9,0.09,436.08,Small Business,Credit Card
ORD0505,2026-05-20,East,Office Supplies,Notebook,1505.36,1,0.09,-6.04,Corporate,UPI
ORD0506,2026-05-21,North,Office Supplies,Headphones,3845.11,6,0.03,648.52,Consumer,UPI
ORD0507,2026-05-22,West,Clothing,Laptop,2358.75,9,0.09,1009.75,Consumer,Credit Card
ORD0508,2026-05-23,East,Furniture,Notebook,3928.21,1,0.01,842.87,Consumer,Cash
ORD0509,2026-05-24,West,Clothing,Desk,513.76,4,0.23,368.51,Small Business,Debit Card
ORD0510,2026-05-25,South,Clothing,Desk,2540.34,4,0.12,13.19,Corporate,Debit Card
ORD0511,2026-05-26,North,Office Supplies,Desk,361.35,9,0.13,162.79,Corporate,UPI
ORD0512,2026-05-27,South,Office Supplies,Laptop,500.74,5,0.27,609.14,Consumer,Debit Card
ORD0513,2026-05-28,East,Technology,Notebook,4550.9,5,0.2,169.17,Small Business,Debit Card
ORD0514,2026-05-29,South,Technology,Monitor,868.38,6,0.0,607.17,Consumer,Credit Card
ORD0515,2026-05-30,South,Clothing,Laptop,2755.62,1,0.28,201.08,Corporate,UPI
ORD0516,2026-05-31,East,Furniture,Desk,2173.26,1,0.07,1003.6,Small Business,Cash
ORD0517,2026-06-01,West,Office Supplies,Headphones,1867.25,9,0.03,416.45,Consumer,UPI
ORD0518,2026-06-02,South,Office Supplies,Notebook,4519.2,3,0.23,219.22,Consumer,Credit Card
ORD0519,2026-06-03,West,Clothing,Notebook,304.75,4,0.15,956.02,Small Business,Debit Card
ORD0520,2026-06-04,South,Technology,Printer,3386.19,1,0.13,345.69,Corporate,Cash
ORD0521,2026-06-05,West,Furniture,Printer,4824.29,9,0.07,44.93,Small Business,UPI
ORD0522,2026-06-06,East,Technology,Phone,2888.81,8,0.16,641.53,Consumer,Debit Card
ORD0523,2026-06-07,South,Technology,Monitor,4696.75,2,0.08,656.03,Consumer,UPI
ORD0524,2026-06-08,East,Technology,Monitor,450.84,8,0.27,829.1,Consumer,Cash
ORD0525,2026-06-09,South,Technology,Chair,2210.21,7,0.06,212.29,Consumer,UPI
ORD0526,2026-06-10,East,Office Supplies,Monitor,1448.76,6,0.27,476.9,Corporate,UPI
ORD0527,2026-06-11,East,Office Supplies,Printer,3707.94,1,0.17,267.08,Corporate,UPI
ORD0528,2026-06-12,South,Technology,Laptop,4910.23,7,0.25,5.24,Consumer,Debit Card
ORD0529,2026-06-13,South,Furniture,Monitor,1431.34,7,0.21,1039.6,Corporate,Cash
ORD0530,2026-06-14,South,Clothing,Printer,3340.04,9,0.21,847.53,Corporate,Cash
ORD0531,2026-06-15,North,Furniture,Phone,1150.87,1,0.1,291.9,Corporate,Debit Card
ORD0532,2026-06-16,West,Furniture,Notebook,2913.59,2,0.07,679.18,Consumer,Debit Card
ORD0533,2026-06-17,North,Furniture,Monitor,2426.88,9,0.06,161.64,Small Business,Debit Card
ORD0534,2026-06-18,North,Technology,Phone,4865.63,9,0.26,1057.31,Small Business,Credit Card
ORD0535,2026-06-19,East,Office Supplies,Notebook,3120.93,6,0.25,49.38,Small Business,UPI
ORD0536,2026-06-20,South,Furniture,Headphones,1877.63,6,0.13,-95.01,Consumer,UPI
ORD0537,2026-06-21,West,Technology,Headphones,747.66,4,0.04,552.61,Corporate,Cash
ORD0538,2026-06-22,East,Furniture,Notebook,925.98,4,0.11,658.07,Corporate,UPI
ORD0539,2026-06-23,North,Furniture,Monitor,1281.52,5,0.19,652.65,Consumer,Credit Card
ORD0540,2026-06-24,South,Technology,Chair,1404.64,3,0.14,-29.13,Consumer,Debit Card
ORD0541,2026-06-25,East,Office Supplies,Printer,4282.96,1,0.23,308.26,Small Business,Cash
ORD0542,2026-06-26,South,Office Supplies,Laptop,2893.87,1,0.3,548.96,Small Business,Cash
ORD0543,2026-06-27,East,Clothing,Laptop,2712.28,7,0.06,181.55,Consumer,UPI
ORD0544,2026-06-28,South,Technology,Desk,750.89,1,0.14,1034.41,Small Business,Cash
ORD0545,2026-06-29,North,Clothing,Notebook,4328.67,1,0.13,13.24,Corporate,Debit Card
ORD0546,2026-06-30,West,Clothing,Laptop,3669.51,3,0.09,533.6,Consumer,Cash
ORD0547,2026-07-01,North,Clothing,Monitor,524.81,4,0.06,798.84,Consumer,Debit Card
ORD0548,2026-07-02,West,Office Supplies,Chair,3597.61,4,0.02,240.28,Corporate,Credit Card
ORD0549,2026-07-03,South,Technology,Notebook,2808.98,2,0.27,711.51,Corporate,Credit Card
ORD0550,2026-07-04,East,Clothing,Chair,592.28,1,0.13,978.2,Corporate,Debit Card
ORD0551,2026-07-05,North,Technology,Monitor,2399.84,3,0.15,147.44,Small Business,UPI
ORD0552,2026-07-06,West,Technology,Laptop,2526.54,4,0.28,1092.39,Consumer,Cash
ORD0553,2026-07-07,North,Office Supplies,Laptop,995.72,3,0.23,619.63,Small Business,UPI
ORD0554,2026-07-08,West,Clothing,Desk,4739.35,8,0.04,289.0,Corporate,Cash
ORD0555,2026-07-09,North,Clothing,Laptop,4279.88,1,0.17,460.12,Small Business,Credit Card
ORD0556,2026-07-10,West,Technology,Notebook,3411.31,2,0.13,305.85,Corporate,Credit Card
ORD0557,2026-07-11,West,Furniture,Monitor,2419.02,7,0.24,842.64,Small Business,Credit Card
ORD0558,2026-07-12,South,Office Supplies,Headphones,2176.47,4,0.22,935.19,Small Business,Cash
